prompt,model_answer,predict_proba
Кто признал зависимость от Османской империи в 1389 году или летом 1390 года?,В 1389 году Сербия признала себя вассалом Османской империи после поражения в битве на Косовом поле. Летом 1390 года сербский князь Стефан Лазаревич подтвердил свою зависимость от османского султана Баязида I.,0.4626503682552499
Сколько обрядов экзорцизма было совершено над Аннелизой Михель за 10 месяцев?,За 10 месяцев над Аннелизой Михель было проведено около 70 обрядов экзорцизма.,0.0193405737509831
"Когда Патрик Генри произнёс свою знаменитую речь с призывом «Да будет война!», ставшей одной из самых известных в американской истории?",Патрик Генри произнес свою знаменитую речь «Да будет война!» 23 марта 1775 года на собрании Вирджинской конвенции в Уильямсбурге. В этой речи он призывал колонистов к вооруженному сопротивлению против Великобритании и подготовке к войне за независимость.,0.1003412164970974
Кто провозгласил себя кондукэтором в Румынии после разгрома «Железной Гвардии» в 1941 году?,"После разгрома «Железной гвардии» в Румынии в 1941 году, король Михай I провозгласил себя кондуктором (кондукатором). Это произошло 23 августа 1944 года, когда он сверг маршала Иона Антонеску и объявил о выходе Румынии из войны на стороне нацистской Германии.",0.9824569294413508
Кто первым сообщил MC Вспышкину о гибели Дмитрия Чекова (Никифоровны)?,"В сериале «Кухня» Дмитрий Чеков (в исполнении Сергея Желтикова) погиб в результате несчастного случая на кухне ресторана «Victoria». Первым, кто сообщил об этом главному повару Виктору Баринову (Дмитрий Назаров), был его помощник и друг Максим (Артур Ваха).",0.9983441818165126
Когда в Plants vs. Zombies: Garden Warfare была официально анонсирована на E3?,Официальная презентация игры Plants vs. Zombies: Garden Warfare состоялась на выставке Electronic Entertainment Expo (E3) в 2014 году.,0.0369914833840762
"Кто стал первым игроком в составе ЦСКА, сыгравшим 50-й матч в Лиге чемпионов?","Первым игроком в составе ЦСКА, который сыграл 50 матчей в Лиге чемпионов, стал бразильский защитник Даниэль Карвалью. Он провел свой 50-й матч в турнире против «Баварии» в рамках группового этапа Лиги чемпионов сезона 2017/2018.",0.2002849891017141
"Какой мех среди млекопитающих обладает самой высокой теплоизоляцией, согласно описанию песца?","Согласно описанию, самым теплым мехом среди млекопитающих является мех песца.",0.8793740589823463
В каком году Иван Антонович Ефремов руководил первой из трёх палеонтологических экспедиций в Монголию?,Иван Антонович Ефремов руководил первой из трёх палеонтологических экспедиций в Монголию в 1946 году.,0.0188844854399702
Какую высшую военную награду Румынии получил Михаил Жебрак-Русанович за боевые отличия у деревни Перлита?,Михаил Жебрак-Русанович был удостоен высшей военной награды Румынии - Ордена Михая Храброго 1-й степени за боевые отличия у деревни Перлита.,0.126035337265561
Кто возглавил отряд для обороны Карфагена во время сражения с войсками Капелиана?,"Во время битвы при Тапсе в 46 году до н. э., когда войска Юлия Цезаря столкнулись с армией под командованием Квинта Сития Капелиана, оборону города Карфаген возглавили два полководца — Гасдрубал и Ганнибал.",0.9310616015931088
Какова наблюдаемая температура термосферы Юпитера?,Наблюдаемая температура термосферы Юпитера составляет примерно 1000 Кельвинов (около 726 градусов Цельсия).,0.0026580774432477
"Кому из писателей картина Николая Ге «Распятие» (1894) снилась до того, как он увидел её в мастерской Саввы Мамонтова в Москве?","Картина Николая Ге «Распятие», написанная в 1894 году, произвела сильное впечатление на Льва Толстого. Толстой был глубоко тронут этой работой и даже говорил, что она ему приснилась. Он считал, что Ге удалось передать не только физическую боль Христа, но и его духовное страдание.",0.9476189270347388
Какое прозвище получила спортивная пресса Тадеуш Петшиковский в начале его боксёрской карьеры?,В начале своей боксёрской карьеры Тадеуш Петшиковский получил прозвище «Польский тигр».,0.9983703327572206
"В каком году повесть «Чингиз-хан», входящая в трилогию «Нашествие монголов» Василия Яна, была впервые опубликована?",Повесть «Чингиз-хан» была впервые опубликована в 1939 году.,0.0905505652984172
"Кто ввёл прямоугольную систему координат, описанную в работе «Геометрия», опубликованной в 1637 году?","Прямоугольная система координат была введена Рене Декартом в его работе «Геометрия» («La Géométrie»), опубликованной в 1637 году. Эта работа стала одним из фундаментальных текстов по аналитической геометрии и оказала огромное влияние на развитие математики.",0.0018283408290936
Какую сертификацию получил сингл «Pumped Up Kicks» в США по версии RIAA?,Сингл «Pumped Up Kicks» получил платиновую сертификацию от RIAA в США.,0.0010883450513914
В каком году Питер Крауч объявил о завершении своей футбольной карьеры?,Питер Крауч объявил о завершении своей футбольной карьеры в 2019 году.,0.0010946733867906
Кто стал президентом Мексики после смерти Бенито Хуареса в 1872 году?,После смерти Бенито Хуареса в 1872 году президентом Мексики стал Себастьян Лердо де Техада.,0.0155529726850234
"Какой историк предложил точную датировку Битвы при Мириокефале, изучив хронику Псевдо-Кодина?","Историк, предложивший точную датировку битвы при Мириокефале, изучив хронику Псевдо-Кодина, — это Георгий Острогорский.",0.999316545706634
Кто вместе с Богданом Рыбчуком и Василием Яшаном посетил Львов с деловым визитом 25 июля 1941 года?,С Богданом Рыбчуком и Василием Яшаном во Львов в июле 1941 года прибыл представитель Центрального комитета Коммунистической партии Украины (ЦК КП(б)У) **Дмитрий Мануильский**.,0.9982927282103228
Кто был назначен на место Федора фон Бока после его освобождения от командования по состоянию здоровья?,"После того как Федор фон Бок был освобожден от командования группой армий «Север» в 1942 году из-за проблем со здоровьем, его место занял генерал-полковник Вильгельм Риттер фон Лееб.",0.328977971234172
"Кто сформулировал закон, согласно которому тела с одинаковыми электрическими зарядами отталкиваются друг от друга?","Закон, согласно которому тела с одинаковыми электрическими зарядами отталкиваются друг от друга, был сформулирован французским физиком Шарлем-Огюстеном де Кулоном в 1785 году. Этот закон известен как закон Кулона и описывает силу взаимодействия между двумя точечными электрическими зарядами.",0.0004716690702864
Какое издание в своей рецензии на мультфильм «История игрушек 2» назвало его насыщенным и отметило малое количество однообразия?,В своей рецензии на мультфильм «История игрушек 2» издание Variety назвало его насыщенным и отметило малое количество однообразия.,0.9596321769506304
Сколько индонезийских солдат открыли огонь по демонстрантам во время массового убийства на кладбище Санта-Круш 12 ноября 1991 года?,Во время массового убийства на кладбище Санта-Круш 12 ноября 1991 года было открыто огнестрельное оружие против демонстрантов со стороны индонезийских солдат.,0.6293552646229736
В каком журнале впервые был опубликован роман Ивана Александровича Гончарова «Обрыв» в 1869 году?,Роман Ивана Александровича Гончарова «Обрыв» был впервые опубликован в журнале «Вестник Европы».,0.0004004330387463
Какую награду получил временный подполковник авиации Хьюи Идвал Эдвардс за атаку на вражеский корабль близ голландского побережья в июне 1941 года?,Временный подполковник авиации Хьюи Идвал Эдвардс был награжден Крестом летных заслуг (Distinguished Flying Cross) за свою атаку на вражеский корабль у голландского побережья в июне 1941 года.,0.0273616888164193
"Какое животное является самым крупным современным животным и самым тяжёлым из всех животных, когда-либо существовавших на Земле?","Самым крупным современным животным и самым тяжёлым из всех животных, когда-либо существовавших на Земле, является синий кит.",0.0011025017765185
"Кто был учителем риторики, у которого в молодости учился философ Антисфен?","Риторикой в Древней Греции занимались многие ораторы и учителя красноречия. Однако, если говорить именно об учителе философии Антисфена, то им был Горгий из Леонтин.",0.159330603531259
"Кто совместно с Томасом Ризли был военным инженером и автором плана обороны Солента, Портсмута и Саутгемптона при Генрихе VIII?","Совместно с Томасом Ризли план обороны Солента, Портсмута и Саутгемптона при Генрихе VIII разрабатывал Уильям Гардинер.",0.5783297447940511
Какой альбом группы The Libertines в 2002 году критики называли британским ответом диску The Strokes?,В 2002 году критики назвали дебютный альбом британской инди-группы The Libertines «British Answer To The Strokes». Этот альбом называется «Up the Bracket» и был выпущен в том же году.,0.2323451886469076
В каком году Пётр Андреевич Смирнов вступил в финскую Красную гвардию?,Пётр Андреевич Смирнов вступил в финские Красные гвардии в 1918 году.,0.5108030886491871
"В каком фильме режиссёра Тони Скотта с Дэвидом Боуи и Катрин Денёв в главных ролях группа Bauhaus исполнила камео, играя песню «Bela Lugosi’s Dead»?","Фильм, о котором идёт речь, — это «Голод» («The Hunger»), снятый режиссёром Тони Скоттом в 1983 году. В этом фильме группа Bauhaus исполнила свою культовую песню «Bela Lugosi’s Dead», которая стала одним из символов готик-рока.",0.6339806295191436
Какую космическую миссию использовали для составления полной карты поверхности Венеры в 1997 году?,В 1997 году для составления полной карты поверхности Венеры использовалась космическая миссия Magellan.,0.0107501357912732
"Какой белок необходим для предотвращения некроптоза, зависимого от RIPK3?","Для предотвращения некроптоза, зависимого от RIPK3, необходимо наличие белка **MLKL** (Mixed Lineage Kinase Domain-Like protein). 

Некроптоз — это форма программируемой клеточной смерти, которая активируется при отсутствии сигнальных путей апоптоза и сопровождается воспалением. Этот процесс зависит от активации фермента RIPK1 (Receptor Interacting Protein Kinase 1), который в свою очередь активирует MLKL. Когда MLKL фосфорилируется RIPK1, он перемещается к плазматической мембране клетки и вызывает ее разрыв, что приводит к некроптозу.

Таким образом, белок MLKL является ключевым фактором в процессе некроптоза, и его активность регулируется через взаимодействие с RIPK1.",0.9283705879184512
В каком году альбом Pink Floyd «Atom Heart Mother» был впервые издан на компакт-диске?,"Альбом Pink Floyd ""Atom Heart Mother"" был впервые издан на компакт-диске в 1987 году.",9.94043709205618e-05
"Кто выдал свою младшую дочь Мелхолу за Давида, требуя в качестве свадебного дара сто краеобрезаний филистимлян?","Саул, царь израильский, выдал свою младшую дочь Мелхолу замуж за Давида, требуя в качестве свадебного дара сто краеобрезаний филистимлян.",0.0186050704911799
Кто в римской мифологии ввёл культ аркадского Пана под именем Фавна и посвящённый ему праздник Луперкалии?,"В римской мифологии культ аркадского Пана был введён богом Пика под именем Фавн. Этот бог считался покровителем пастухов и стад животных. Он также ассоциировался с лесами и горами, а его имя происходит от латинского слова ""favere"", что означает ""быть благосклонным"". 

Праздник Луперкалии был одним из самых древних римских праздников, который отмечался 15 февраля. В этот день жрецы-пастухи приносили жертвы богу Фавну, чтобы обеспечить плодородие земли и скота.",0.0451671297603103
Какой метод визуализации катетеров в левом предсердии при лечении фибрилляции предсердий ранее был единственным доступным хирургам?,Ранее единственным методом визуализации катетеров в левом предсердии при лечении фибрилляции предсердий была рентгеноскопия.,0.5996470898154754
Каким архитектурным ордером выполнены пилястры на фасадах каре Большого Гатчинского дворца?,"Пилястры на фасадах каре Большого Гатчинского дворца выполнены в стиле классицизма, который характеризуется строгими формами и симметрией.",0.5204370575675191
"Согласно условиям Сен-Жерменского мирного договора 1919 года, к какой стране отошёл Южный Тироль?",Южный Тироль был передан Италии по условиям Сен-Жерменского мирного договора 1919 года.,0.010106429750511
Под какой маркой был принят на вооружение РККА трёхместный усовершенствованный вариант лёгкого танка Т-70?,Трёхместный усовершенствованный вариант лёгкого танка Т-70 был принят на вооружение РККА под маркой **Т-80**.,0.0008878039790176
Сколько 305-мм 50-калиберных орудий Mk.XI входило в состав основного вооружения линкора HMS Neptune (1909)?,В составе основного вооружения линкора HMS Neptune (1909) не было 305-мм 50-калиберных орудий Mk.XI.,0.2335094118530155
С каким белком впервые был описан белок CREBBP?,"Белок CREBBP был впервые описан как **CREB-связывающий белок** (Cyclic AMP Response Element Binding Protein). Этот белок участвует в транскрипции и взаимодействует с другими факторами транскрипции, регулируя экспрессию генов.",0.5008021086252671
"Что пили римлянки в больших количествах во время майского праздника в честь Благой богини, хотя на самом деле это было не молоко, а крепкое молодое вино?","Римлянки во время майского праздника в честь Благой богини пили не молоко, а крепкое молодое вино. Этот праздник был посвящен богине плодородия и женственности, поэтому женщины собирались вместе для празднования и возлияний.",0.5613299711600577
В честь какого традиционного для балканских мусульман кинжала с изогнутым клинком было названо 23-я добровольческая горнопехотная дивизия СС «Кама» (2-я хорватская)?,Название 23-й добровольческой горнопехотной дивизии СС «Кама» происходит от традиционного для балканских мусульман кинжала с изогнутым клинком — **камы**.,0.2046137687501947
В каких странах Европы до 2007 года ввозили расписного овсянкового кардинала?,"До 2007 года в некоторых странах Европы можно было встретить расписного овсянового кардинала. Этот вид птиц был завезен и акклиматизирован в нескольких европейских странах, включая Великобританию, Францию, Испанию и Италию. Однако с течением времени популяция этих птиц сократилась из-за различных факторов, таких как изменение климата, потеря среды обитания и конкуренция за ресурсы с местными видами птиц.",0.1590651536261178
Против какой команды Клаудио Писарро забил два гола в матче за сборную Перу 3 июля 2007 года на Кубке Америки 2007?,Клаудио Писарро забил два гола в матче за сборную Перу против сборной Боливии 3 июля 2007 года на Кубке Америки 2007.,0.1101727269717014
Какова главная функция герметичной оболочки (контейнмента) энергетических ядерных реакторов?,"Главная функция герметичной оболочки (контейнейма) энергетических ядерных реакторов заключается в обеспечении безопасности и предотвращении утечки радиоактивных материалов из активной зоны реактора в окружающую среду. Герметичная оболочка также служит для защиты персонала и окружающей среды от воздействия радиации, а также для предотвращения распространения пожара или взрыва внутри реакторного помещения.",0.1980091476530237
"Какую теорию предложил Анаксагор для объяснения того, каким образом из не-волоса мог возникнуть волос и мясо из не-мяса?","Анаксагор предложил теорию о том, что все вещи состоят из бесконечного множества мельчайших частиц, каждая из которых обладает свойством своей собственной сущности. Например, волосы состоят из частиц волоса, а мясо — из частиц мяса. Таким образом, если смешать эти частицы вместе, то можно получить различные комбинации, включая волосы и мясо.",0.0681126864380779
На каком итальянском телеканале был показан видеоклип на песню «Shared Creation» группы Garden of Delight?,Видеоклип на песню «Shared Creation» группы Garden of Delight был показан на итальянском телеканале Rai 2.,0.24369114515397
Какое название озера Ван использовали ассирийцы в доурартский период?,Ассирийцы называли озеро Ван **Арарат**.,0.9404849614314365
Какой препарат повысил уровень белка рилина в эксперименте Fatemi et al. на крысах?,"В эксперименте Fatemi et al. на крысах препарат, который повышал уровень белка рилина, был **флуфеназин**.",0.9980422470873894
Какое название получил альбом Killing Machine группы Judas Priest для американского рынка?,Альбом Killing Machine группы Judas Priest для американского рынка был выпущен под названием Hell Bent for Leather.,0.0001519776070942
Какой симптом является наиболее ранним при хронической обструктивной болезни лёгких?,"## Наиболее ранний симптом хронической обструктивной болезни лёгких

Хроническая обструктивная болезнь лёгких (ХОБЛ) — это прогрессирующее заболевание дыхательных путей, которое характеризуется хроническим воспалением и сужением бронхов. Одним из самых ранних симптомов ХОБЛ является **кашель**. 

### Почему кашель считается первым признаком?

1. **Начальная стадия заболевания**:
   - На начальных этапах ХОБЛ пациенты часто отмечают появление кашля, который может быть сухим или с небольшим количеством мокроты. Этот кашель обычно усиливается в утренние часы после пробуждения.
   
2. **Связь с курением**:
   - У большинства пациентов развитие ХОБЛ связано с длительным курением. Курение вызывает раздражение слизистой оболочки бронхов, что приводит к появлению хронического кашля.

3. **Прогрессирование заболевания**:
   - По мере развития ХОБЛ кашель становится более выраженным и постоянным. Он сопровождается одышкой при физической нагрузку, которая со временем начинает проявляться даже в состоянии покоя.

4. **Диагностика**:
   - Для постановки диагноза ХОБЛ необходимо провести комплексное обследование, включающее спирометрию (измерение объёма лёгких), рентгенографию грудной клетки и другие методы исследования.

Таким образом, **кашель** является самым ранним",0.731862958911301
"Какое звуковое эффект, напоминающий полоскание горла, используется в композиции «Ashes and Ghost» из саундтрека к игре Silent Hill 2?","В композиции ""Ashes and Ghost"" из саундтрека к игре Silent Hill 2 используется звук, который напоминает полоскание горла. Этот звук был создан с помощью вокала и обработан специальным образом, чтобы создать атмосферу страха и тревоги.",0.988347447887582
Кто был главным проводником Василия Львовича Пушкина во время его путешествия в Париж?,Главным проводником Василия Львовича Пушкина во время его путешествия в Париж был его брат Александр Сергеевич Пушкин.,0.1891267683849026
Кто был действующим председателем правительства Республики Сербская Краина в изгнании до передачи Гаагскому трибуналу в 2002 году?,Действующим председателем Правительства Республики Сербская Краина в изгнании до передачи Гаагскому трибуналу в 2002 году был Милан Мартич.,0.3225745445245095
Когда был официально объявлен намерение Уинса Маккея создать мультфильм «Динозавр Герти»?,Уинс Маккей объявил о намерении создать мультфильм «Динозавр Герти» в 2019 году.,0.6319771038415553
Кто был учителем и отцом французского художника Жан-Франсуа де Ле Мотта?,Жан-Франсуа де Ле Мотт был учеником знаменитого французского живописца Франсуа Буше.,0.9667687644707628
Какой спектральный класс имеют самые молодые и достаточно массивные коричневые карлики возрастом в несколько миллионов лет и менее?,Самые молодые и достаточно массивные коричневые карлики возрастом в несколько миллионов лет и менее относятся к спектральным классам L и T.,0.4284272623443302
В каком году по распоряжению Петра I на южном побережье Ладожского озера был основан город Новая Ладога?,Город Новая Ладога был основан в 1704 году по распоряжению Петра I на южном побережье Ладожского озера.,0.0126209762303614
Кто продюсировал сольный альбом Майкла Джексона «Off the Wall»?,Продюсером альбома «Off the Wall» был Куинси Джонс.,0.001075268052696
Какой футбольный клуб разработал стиль игры «Тики-така» под руководством Пепа Гвардиолы?,"Стиль игры «Тики-така», который стал известен благодаря его успешному применению в испанском футболе, был разработан и популяризирован клубом «Барселона» под руководством тренера Пепа Гвардиолы. Этот стиль характеризуется быстрым переходом от обороны к атаке, коротким пасом и высоким темпом игры.",0.0294196653802718
В каком городе в 2016 году проходил конкурс кованых снежинок?,Конкурс кованых снежинок в 2016 году проходил в городе **Тверь**.,0.9913731717023604
"Кто, по мнению Л. Ллойда, был родоначальником рода Мортимеров?","По мнению Л. Ллойда, родоначальником рода Мортимеров был Уильям де Мортимер из Вигмора.",0.9730924354767942
Кто в письме к Гая Требонию 46 года до н. э. назвал его отца «доблестнейшим гражданином»?,В письме к Гаю Требонию 46 года до н. э. Цицерон назвал его отца «доблестнейшим гражданином».,0.0311623799054292
В каком году в Болгарии была объявлена мобилизация после подписания документов о вступлении в войну?,"Болгария объявила всеобщую мобилизацию 14 октября 1915 года, через несколько дней после подписания соглашений о вступлении в войну на стороне Центральных держав.",0.1741484072909769
Какой скульптор создал горельеф с орденом «Победа» на торцевой стене станции метро «Семёновская»?,Горельеф с изображением ордена «Победа» на торцевой стене станции метро «Семёновская» был создан скульптором Сергеем Конёнковым.,0.0106483513920879
В каком городе в 2009 году был установлен мировой рекорд Гиннесса по исполнению санкиртанов Аннамачарьи коллективом из 160 тысяч человек?,"Мировой рекорд Гиннеса по исполнению санкиртан Аннымачарьи коллективом из 160 тысяч человек был установлен в городе Пури, Индия, в 2009 году.",0.0977389211928271
"Какой химический элемент начинает гореть в ядре голубого сверхгиганта ещё до того, как звезда достигает предела Хаяси?","Химический элемент, который начинает гореть в ядре голубого сверхгиганта ещё до того, как звезда достигает предела Хаяси, — это гелий.",0.1019375700812846
"В каком году в журнале «Дело» был опубликован критический фельетон П. Н. Ткачёва, посвящённый параллелизму судеб Анны Карениной и лошади Фру-Фру?","Критический фельетон П. Н. Ткачева, посвящённый параллельному развитию сюжетных линий романа Л.Н. Толстого «Анна Каренина», где автор сравнивает судьбу главной героини с судьбой её лошади Фру-Фру, был опубликован в 1875 году в журнале «Дело».",0.9016097978228712
Какую версию игры Puzzle Kingdoms критик критик Крейг Харрис назвал лучшей по сравнению с версией для Nintendo DS?,Критик Крейг Харрис назвал лучшей версией игры Puzzle Kingdoms версию для PlayStation 2.,0.5663803773130097
Какую награду получил Лука Модрич за выступление на Клубном чемпионате мира 2016 года?,Лука Модрич был признан лучшим игроком Клубного чемпионата мира по футболу 2016 года и получил награду «Золотой мяч» как лучший игрок турнира.,0.002567756952598
"В каком журнале в марте 1887 года были опубликованы «Заметки о художественных выставках» Всеволода Гаршина, где он высоко оценил картину Поленова «Христос и грешница»?",«Заметки о художественных выставках» Всеволода Гаршина были опубликованы в журнале «Нувеллист».,0.7777579361610771
В каком году индонезийская редакция канала CNN провела опрос в социальных сетях о семи наиболее популярных гарнирах в составе наси-паданга?,Индонезийская редакция канала CNN провела опрос в социальных сетях о семи наиболее популярных гарнирах в составе наси-паданга в 2019 году.,0.2729226421638319
К какому веку Ю. В. Шевелёв относит процесс монофтонгизации дифтонгов со вторым элементом u в праславянском языке?,Ю. В. Шевелёв относит процесс монофтонгизации дифтонгов со вторым элементом **u** в праславянском языке к **V веку**.,0.478219231829097
В каком матче за «Челси» Юрий Жирков провёл на поле все 120 минут и реализовал пенальти в серии послематчевых одиннадцатиметровых 2 декабря 2009 года?,Юрий Жирков сыграл все 120 минут и забил пенальти в серии послематчевых одиннадцатиметровых в матче против «Портсмута».,0.2593665926302558
Где была похоронена Мара Бранкович после своей смерти в 1487 году?,"Мара Бранкович была похоронена в монастыре Святого Георгия на горе Афон, Греция.",0.0248099436510601
Какая поломка привела к сходу с дистанции Porsche 914/6 GT под номером 46 на 24 часах Ле-Мана 1970 года?,На 24 часах Ле-Мана 1970 года Porsche 914/6 GT под номером 46 сошел с дистанции из-за поломки двигателя.,0.0047527281682077
С каким цветом Лана Дель Рей ассоциировала звучание альбома «Ultraviolence»?,Лана Дель Рей ассоциировала звучание своего альбома «Ultraviolence» с черным цветом.,0.010618476044434
В честь какого праздника Станислав Геннадьевич Галактионов организовал в институте шуточную защиту диссертаций по «бородоведению»?,Станислав Геннадьевич Галактионов организовал в институте шуточную защиту диссертаций по «бородоведению» в честь Дня дурака — 1 апреля.,0.5239250987762327
"Какой город Ганнибал решил атаковать, чтобы отвлечь часть осадной армии с осады Капуи?","Ганнибал решил атаковать Рим, чтобы отвлечь часть осадной армии с осады Капуи.",0.0483373593912627
"Кто, согласно легенде, обещал пребывать в реке Гандаки как шалаграма?","Согласно индуистской традиции и мифологии, бог Вишну пообещал пребывать в реке Гандаки в форме камня-шалаграмы.",0.1181695671019931
В каком году ВВС СССР начали постепенно отказываться от пулемёта ШКАС в пользу более крупнокалиберных вариантов из-за увеличения бронирования самолётов?,ВВС СССР начали постепенно отказываться от пулемёта ШКАС в пользу более крупнокалиберных вариантов в 1930-х годах.,0.0115528391187888
"Кто в тандеме Ильфа и Петрова выступал с речами на публичных мероприятиях, так как Илье Арнольдовичу была органически чужда общественная активность?",В тандеме Ильи Арнольдовича Ильфа и Евгения Петровича Петрова с речами на публичных мероприятиях выступал Евгений Петрович Петров. Илья Арнольдович Ильф был известен своей неприязнью к общественной деятельности и предпочитал оставаться в тени своего творческого сотрудничества с Петровым.,0.0802987496301651
За какую сумму в 1884 году Павел Третьяков приобрёл картину «Зима» художника Дубовского?,В 1884 году Павел Третьяков приобрел у художника Николая Дубовского картину «Зима» за 200 рублей.,0.3423378240101085
Какой район Нью-Йорка послужил образцом для создания Нью-Донг-Сити в игре Super Mario Odyssey?,"Район Нью-Йорка, который послужил образцом для создания Нью-Донг-Сити в игре Super Mario Odyssey, — это Манхэттен.",0.0534163847035434
Кто в 218 году до н. э. был избран консулом вопреки воле нобилитета?,"В 218 году до н. э. консулами были избраны Публий Корнелий Сципион и Тиберий Семпроний Лонг. Однако, несмотря на то что Сципион был избран консулом, он не получил поддержки от нобилитета, который предпочитал другого кандидата.",0.4975097060237913
