prompt,model_answer,predict_proba,query
"Как называется первый успешный регтайм Скотта Джоплина, обложка нот которого показана в статье?","Первый успешный регтайм Скотта Джоплина называется ""Maple Leaf Rag"".",0.00876324508732505,"Как называется первый успешный регтайм Скотта Джоплина, обложка нот которого показана в статье?"
Кто лично утверждал списки персонажей для картины «Парад 6 октября 1831 года в Петербурге»?,"Списки персонажей для картины «Парад 6 октября 1831 года в Петербурге», написанной художником Францем Алексеевичем Рубо, утверждались лично императором Николаем I.",0.8797129327227874,Кто лично утверждал списки персонажей для картины «Парад 6 октября 1831 года в Петербурге»?
В каком году Даниэль получил растение с клубневидными корнями и «муфтой» у основания стебля в ходе своих 26-летних экспериментов по прививке топинамбура на подсолнечник?,Даниэль получил такое растение в 1975 году.,0.9500652386845446,В каком году Даниэль получил растение с клубневидными корнями и «муфтой» у основания стебля в ходе своих 26-летних экспериментов по прививке топинамбура на подсолнечник?
В каком году была выпущена игра Puzzle Quest: Galactrix?,Игра Puzzle Quest: Galactrix была выпущена в 2009 году.,0.00033764050508195835,В каком году была выпущена игра Puzzle Quest: Galactrix?
Какой статус присвоен австралийскому совиному козодою Международным союзом охраны природы?,Статус австралийского совиного козодоя (Podargus strigoides) по данным Международного союза охраны природы (МСОП) — «Наименее обеспокоенный» (Least Concern).,0.009197154612871088,Какой статус присвоен австралийскому совиному козодою Международным союзом охраны природы?
"В каком году выплаты и льготы, полученные населением СССР из общественных фондов потребления, выросли с 41,9 до 90,1 млрд рублей?","Выплаты и льготы населению СССР из общественных фондов потребления увеличились с 41,9 до 90,1 млрд рублей в 1975 году.",0.0028500213276947996,"В каком году выплаты и льготы, полученные населением СССР из общественных фондов потребления, выросли с 41,9 до 90,1 млрд рублей?"
Кто стал главным тренером футбольного клуба «Шериф» 30 апреля 2019 года?,Главным тренером футбольного клуба «Шериф» 30 апреля 2019 года был назначен Александр Спиридон.,0.9858688195691897,Кто стал главным тренером футбольного клуба «Шериф» 30 апреля 2019 года?
В каком издании и в каком году вышла статья киноведа Андрея Зоркого «Точное московское время» о фильме «Я шагаю по Москве»?,"Статья киноведа Андрея Зоркого «Точное московское время» о фильме «Я шагаю по Москве» была опубликована в журнале «Искусство кино» № 10, 1967 года.",0.20169533374481272,В каком издании и в каком году вышла статья киноведа Андрея Зоркого «Точное московское время» о фильме «Я шагаю по Москве»?
Кто убедил американские власти задержать вылет самолёта Ил-62М «Аэрофлота» в аэропорту имени Кеннеди 24 августа 1979 года?,"Задержка вылета самолета Ил-62М «Аэрофлота» в аэропорту имени Кеннеди 24 августа 1979 года была вызвана опасениями американских властей относительно возможной угрозы безопасности. В то время США и СССР находились в состоянии холодной войны, и любые действия или перемещения советских самолетов вызывали подозрения и опасения у американских спецслужб.",0.9512285288348614,Кто убедил американские власти задержать вылет самолёта Ил-62М «Аэрофлота» в аэропорту имени Кеннеди 24 августа 1979 года?
"Кто, согласно хронике Георгия Кедрина, явился ко двору императора Василия II с отрядом в 800 человек и отказался разоружиться?","Согласно «Хронике» Георгия Кедрина, ко двору императора Василия II явились норманны во главе с неким Аматом, которые отказались разоружиться.",0.9849919239212641,"Кто, согласно хронике Георгия Кедрина, явился ко двору императора Василия II с отрядом в 800 человек и отказался разоружиться?"
"Кто стали первой официально зарегистрированной однополой парой в Германии, заключившей гражданское партнёрство 1 августа 2001 года в Ганновере?","Первой официально зарегистрированной однополой парой в Германии, заключившей гражданское партнёрство 1 августа 2001 года в Ганновере, были Андреас и Томас.",0.9530001277625018,"Кто стали первой официально зарегистрированной однополой парой в Германии, заключившей гражданское партнёрство 1 августа 2001 года в Ганновере?"
В каком году родился Бобби Орр?,Бобби Орр родился 20 марта 1948 года в США.,0.0006911281145963835,В каком году родился Бобби Орр?
Как переводится подзаголовок игры Kinetic ★ Connection ② O Hanaba Take?,"Подзаголовок игры ""Kinetic ★ Connection ② O Hanaba Take"" переводится как ""Kinetic ★ Connection 2: О Ханаба Таке"".",0.99867338871385,Как переводится подзаголовок игры Kinetic ★ Connection ② O Hanaba Take?
Кого Гней Корнелий Сципион Кальв взял в плен вместе с царём илергетов Индебилом после битвы при Циссисе?,Гней Корнелий Сципион Кальв взял в плен вместе с царём илергетов Индебилом его брата Ката.,0.7833296037867866,Кого Гней Корнелий Сципион Кальв взял в плен вместе с царём илергетов Индебилом после битвы при Циссисе?
Кто из троих членов президиума Еврейского антифашистского комитета не был арестован на момент разгона комитета?,"На момент разгона Еврейского антифашистского комитета в 1948 году были арестованы все его члены, кроме одного — Соломон Михоэлс. Он был убит в январе 1948 года, и его смерть была использована как предлог для начала репрессий против членов комитета.",0.6565721850363421,Кто из троих членов президиума Еврейского антифашистского комитета не был арестован на момент разгона комитета?
"Какое название, данное по имени сына Чингисхана Чагатаю, использовалось для обозначения независимой Тартарии в Мавераннахре?",Название «Чагатайский улус» использовалось для обозначения независимой Тартарии в Мавераннахре.,0.008038760294321538,"Какое название, данное по имени сына Чингисхана Чагатаю, использовалось для обозначения независимой Тартарии в Мавераннахре?"
Кто сменил Роджерса Хорнсби на посту менеджера «Чикаго Кабс» 2 августа?,На пост менеджера «Чикаго Кабс» 2 августа 1947 года был назначен Лео Дрекселл.,0.6079635599607943,Кто сменил Роджерса Хорнсби на посту менеджера «Чикаго Кабс» 2 августа?
"Какой фермент впервые был описан у тропических злаков, играет важную роль в С4-фотосинтезе и участвует в глюконеогенезе у Acetobacter?","Фермент, который впервые был описан у тропических злаков, играет важную роль в С4-фотосинтезе и участвует в глюконеогенезе у Acetobacter, называется **фосфоенолпируваткарбоксикиназа** (PEP-карбоксилаза).",0.15219931272031215,"Какой фермент впервые был описан у тропических злаков, играет важную роль в С4-фотосинтезе и участвует в глюконеогенезе у Acetobacter?"
"Кто является сценаристами комикса «Метеора», издававшегося Bubble Comics с 2014 по 2018 год?",Сценаристом комикса «Метеора» от издательства Bubble Comics был Алексей Замский.,0.9903496373385795,"Кто является сценаристами комикса «Метеора», издававшегося Bubble Comics с 2014 по 2018 год?"
"Кто приказал рабу пронзить себя мечом после того, как был ранен стрелой в правую руку во время битвы при Каррах?","В битве при Каррах, которая произошла в 53 году до н. э., римский полководец Марк Лициний Красс столкнулся с парфянской армией под командованием Сурена. В ходе сражения Красс был ранен стрелой в правую руку и потерял сознание. Его приближённые решили, что он мёртв, и покинули поле боя. Однако Красс пришёл в себя и приказал своему рабу Публию, который также был ранен, пронзить его мечом, чтобы избежать позора плена или смерти на вражеской земле.",0.6863818092177256,"Кто приказал рабу пронзить себя мечом после того, как был ранен стрелой в правую руку во время битвы при Каррах?"
В каком городе назван индийский сорт бананов «Майсур»?,"Индийский сорт бананов «Майсур» назван в честь города Майсур (ныне Бангалор), который находится на юге Индии. Этот город был столицей княжества Майсур и известен своей богатой историей и культурой.",0.0015409285077078183,В каком городе назван индийский сорт бананов «Майсур»?
"Как называются картины Джузеппе Арчимбольдо, изображающие «составленные головы», которые он создал для императоров Максимилиана II и Рудольфа II?","Картины Джузеппе Арчимбольдо, изображающие «составленные головы», называются «Портреты составленных голов» или «Композиции из предметов».",0.9965171532923517,"Как называются картины Джузеппе Арчимбольдо, изображающие «составленные головы», которые он создал для императоров Максимилиана II и Рудольфа II?"
"Какие два вида животных составляли основную массу костей животных, обнаруженных на поселении Варварина Гора?",На поселении Варварина Гора основную массу костей животных составляли кости крупного рогатого скота и свиней.,0.34658676798977983,"Какие два вида животных составляли основную массу костей животных, обнаруженных на поселении Варварина Гора?"
Кто приказал переправиться через реку Тицин перед битвой при Тицине?,В битве при Тицине в 218 году до н. э. римский полководец Публий Корнелий Сципион приказывал переправляться через реку Тицин.,0.03496089738894803,Кто приказал переправиться через реку Тицин перед битвой при Тицине?
"В каком году впервые были отчеканены первые крейцеры — серебряные гроссо герцога Каринтии и Крайны, графа Тироля Мейнхарда II?",Первые крейцеры были отчеканены в 1278 году.,0.020410056725956995,"В каком году впервые были отчеканены первые крейцеры — серебряные гроссо герцога Каринтии и Крайны, графа Тироля Мейнхарда II?"
Сколько человек помиловал губернатор Техаса Лоуренс Салливан Росс за четыре года своего пребывания в должности?,Губернатор Техаса Лоуренс Салливан Росс помиловал 150 человек за время своего пребывания на посту губернатора с 1891 по 1895 год.,0.08549552391175293,Сколько человек помиловал губернатор Техаса Лоуренс Салливан Росс за четыре года своего пребывания в должности?
Кто в 1175 году возглавлял большую валлийскую делегацию на совете Генриха II в Глостере?,"В 1175 году большую валлийскую делегацию на совете Генриха II в Глостере возглавлял Грифид ап Рис, правитель Гвинеда.",0.13487158388516465,Кто в 1175 году возглавлял большую валлийскую делегацию на совете Генриха II в Глостере?
"Как называются объекты, зная период пульсаций которых, можно определить их светимость и использовать как стандартные свечи для измерения расстояния до галактик?","Объекты, которые используются в качестве стандартных свечей для измерения расстояний до галактик на основе периода их пульсаций, называются **цефеидами** или переменными звездами типа RR Lyrae.",0.1071082522344271,"Как называются объекты, зная период пульсаций которых, можно определить их светимость и использовать как стандартные свечи для измерения расстояния до галактик?"
В каком году Энн Бронте опубликовала роман «Незнакомка из Уайлдфелл-Холла»?,Роман «Незнакомка из Уайлдфелл-Холла» был опубликован в 1848 году.,0.0005099504748298417,В каком году Энн Бронте опубликовала роман «Незнакомка из Уайлдфелл-Холла»?
"Как называлась песня группы «Наутилус Помпилиус» на пластинке альбома «Князь тишины», которая первоначально называлась «Последнее письмо»?","Песня, которая изначально называлась «Последнее письмо», была выпущена в альбоме «Князь тишины». В этом альбоме она получила название «Я хочу быть как все».",0.943679285684765,"Как называлась песня группы «Наутилус Помпилиус» на пластинке альбома «Князь тишины», которая первоначально называлась «Последнее письмо»?"
Кто стал первым выпускником очной докторантуры Военного института радиоэлектроники?,"Первым выпускником очной докторантуры Военного института радиоэлектроники стал доктор технических наук, профессор Владимир Николаевич Гапонов.",0.9544186739957821,Кто стал первым выпускником очной докторантуры Военного института радиоэлектроники?
Кем был свергнут Ромул Август 4 сентября 476 года?,"Ромул Август был свергнут Одоакром, вождем германских наемников в Западной Римской империи.",0.0033085364574480737,Кем был свергнут Ромул Август 4 сентября 476 года?
Кто был назначен скульптором для создания Мемориала Королевской артиллерии в начале 1921 года?,В начале 1921 года скульптором для создания Мемориала Королевской артиллерии был назначен сэр Эдвард Джеймс Локе (Sir Edward James Larke).,0.5977746007100775,Кто был назначен скульптором для создания Мемориала Королевской артиллерии в начале 1921 года?
"Кто является автором пьесы «Весна в январе», на которой основан фильм «Андерграунд»?",Автором пьесы «Весна в январе» является сербский драматург и писатель Душан Ковачевич.,0.28562179740498145,"Кто является автором пьесы «Весна в январе», на которой основан фильм «Андерграунд»?"
Какой городской аэропорт был детально воссоздан в качестве достопримечательности в игре серии Midnight Club?,В игре серии Midnight Club в качестве одной из достопримечательностей был воссоздан аэропорт Лос-Анджелеса (LAX).,0.224232539279306,Какой городской аэропорт был детально воссоздан в качестве достопримечательности в игре серии Midnight Club?
"Куда высадился Шехзаде Яхья в 1639 году, узнав о заговоре своих греческих спутников?","В 1639 году Шехзаде Яхья высадился на острове Лесбос, чтобы избежать участия в заговоре своих греческих спутников.",0.9019506790743096,"Куда высадился Шехзаде Яхья в 1639 году, узнав о заговоре своих греческих спутников?"
В каком году состоялся выпуск переиздания альбома Майкла Джексона «Bad 25»?,Альбом Майкла Джексона «Bad 25» был выпущен в 2012 году.,0.01115777888224954,В каком году состоялся выпуск переиздания альбома Майкла Джексона «Bad 25»?
"Какой журнал назвал альбом Майкла Джексона «Dangerous» триумфальным, отметив, что он не скрывает страхов и противоречий жизни, проведённой в центре внимания?","Журнал Rolling Stone назвал альбом Майкла Джексона «Dangerous» триумфальным, отметив, что он не скрывает страхов и противоречий жизни, проведённой в центре внимания.",0.9221921847100824,"Какой журнал назвал альбом Майкла Джексона «Dangerous» триумфальным, отметив, что он не скрывает страхов и противоречий жизни, проведённой в центре внимания?"
С кем совместно Сэмюэл Абрахам Гаудсмит совершил открытие спина электрона?,Сэмюэл Абрахам Гаудсмит совместно с Джорджем Юджином Уленбеком совершили открытие спина электрона в 1925 году.,0.013050322153581727,С кем совместно Сэмюэл Абрахам Гаудсмит совершил открытие спина электрона?
Какой предельный радиус (расстояние до школы) в верстах принимался в плотно населённых губерниях центральной России при построении школьных сетей в рамках программы Земской школы?,"В рамках программы ""Земская школа"" в России был установлен предельный радиус (расстояние до школы) в 3 версты для плотно населённых губерний Центральной России.",0.8396880848286143,Какой предельный радиус (расстояние до школы) в верстах принимался в плотно населённых губерниях центральной России при построении школьных сетей в рамках программы Земской школы?
"Какое количество сантиметров составляла длина затылочно-теменной раны цесаревича Николая, полученной во время Инцидента в Оцу?","Длина затылочно-теменной раны цесаревича Николая, полученной во время инцидента в Оцу, составляла 10 см.",0.17091700130367063,"Какое количество сантиметров составляла длина затылочно-теменной раны цесаревича Николая, полученной во время Инцидента в Оцу?"
Какое пророчество получил Александр I Эпирский в храме Зевса в Додоне перед своим походом в Италию?,"Александр I Эпирский получил пророчество о том, что он станет царем Македонии и будет править долго и счастливо. Это пророчество было получено им в храме Зевса в Додоне перед его походом в Италию.",0.19291499212057192,Какое пророчество получил Александр I Эпирский в храме Зевса в Додоне перед своим походом в Италию?
В каком году состоялась свадьба дочери Генриха I Матильды и императора Священной Римской империи Генриха V?,Свадьба дочери английского короля Генриха I Матильды и императора Священной Римской империи Генриха V состоялась в 1114 году.,0.009329599066409212,В каком году состоялась свадьба дочери Генриха I Матильды и императора Священной Римской империи Генриха V?
Кто был первым самарским воеводой и основателем крепости Самара?,Первым самарским воеводой и основателем крепости Самара был князь Василий Андреевич Серкизов. Он был назначен на эту должность в 1586 году по указу царя Фёдора Иоанновича.,0.3698462604367351,Кто был первым самарским воеводой и основателем крепости Самара?
"Какого животного первым описал Пьер Белон, увидев его тушку на рынках Константинополя?","Пьер Белон первым описал животное, которое он увидел в виде тушки на рынках Константинополя. Это был **крокодил**.",0.9835154954394373,"Какого животного первым описал Пьер Белон, увидев его тушку на рынках Константинополя?"
Какая дата отмечается в настоящее время в Сукабуми как день основания города?,"В настоящее время в городе Сукабуми, Индонезия, отмечается 10 ноября как День основания города.",0.5420649480056584,Какая дата отмечается в настоящее время в Сукабуми как день основания города?
Кто написал саундтрек к мультфильму «Земля до начала времён»?,Саундтрек к мультфильму «Земля до начала времён» был написан композитором Джеймсом Хорнером.,0.003642688159553039,Кто написал саундтрек к мультфильму «Земля до начала времён»?
В какой стране Browning M1918 оставался на вооружении Национальной гвардии с 1930-х годов до победы Сандинистской революции летом 1979 года?,Browning M1918 оставался на вооружении Национальной гвардии Никарагуа с 1930-х годов до победы Сандинистской революции в июле 1979 года.,0.017106314873084096,В какой стране Browning M1918 оставался на вооружении Национальной гвардии с 1930-х годов до победы Сандинистской революции летом 1979 года?
Кто в 357 году до н. э. возглавил пятитысячную армию и без боя занял Сиракузы?,В 357 году до н. э. армия под командованием Дионисия Старшего заняла Сиракузы без боя.,0.13440352556533,Кто в 357 году до н. э. возглавил пятитысячную армию и без боя занял Сиракузы?
С кем из правителей Вифинии Митридат VI заключил альянс во время своей тайной поездки в 109—108 годах до н. э.?,Во время своего тайного путешествия в 109—108 годах до н. э. Митридат VI заключил союз с царём Каппадокии Ариаратом VI.,0.007910171416074863,С кем из правителей Вифинии Митридат VI заключил альянс во время своей тайной поездки в 109—108 годах до н. э.?
"Как называется змей в германо-скандинавской мифологии, который опоясывает Землю и укусил себя за хвост?","Змей в германо-скандинавской мифологии, который опоясывает Землю и кусает себя за хвост, называется Ёрмунганд или Мировой Змей. Он является одним из детей Локи и великанши Ангрбоды. Ёрмунганд был настолько огромен, что его невозможно было измерить, и он обвился вокруг Земли, держа её в своих объятиях. В конце концов, во время Рагнарёка (гибели богов), Ёрмунганд выйдет из моря и сразится с богом Тором, убив друг друга.",0.0029669718668197493,"Как называется змей в германо-скандинавской мифологии, который опоясывает Землю и укусил себя за хвост?"
В каком году был пущен первый гидроагрегат Ульбинской ГЭС?,Первый гидроагрегат Ульбинской ГЭС был пущен в 1960 году.,0.0008029052774637482,В каком году был пущен первый гидроагрегат Ульбинской ГЭС?
"Какой концептуальный текст Фрэнсиса Фукуямы редактор журнала Policy Review назвал «каноническим текстом» для молодых неоконсерваторов, повлиявшим на внешнеполитический курс Джорджа Буша-мл.?","Концептуальный текст Фрэнсиса Фукуямы, который редактор журнала Policy Review назвал «каноническим текстом» для молодых неоконсерваторов и который повлиял на внешнеполитический курс Джорджа Буша-младшего, называется «Конец истории».",0.012677171573697507,"Какой концептуальный текст Фрэнсиса Фукуямы редактор журнала Policy Review назвал «каноническим текстом» для молодых неоконсерваторов, повлиявшим на внешнеполитический курс Джорджа Буша-мл.?"
В каком году состоялся релиз альбома «Морская» группы «Мумий Тролль» в России?,Альбом «Морская» группы «Мумий Тролль» был выпущен в России в 1997 году.,0.003861259486980025,В каком году состоялся релиз альбома «Морская» группы «Мумий Тролль» в России?
Кто был назначен правительством Азербайджана генерал-губернатором Карабаха и Зангезура в январе 1919 года?,В январе 1919 года правительство Азербайджанской Демократической Республики назначило **Али Мамед беком Гулиевым** на должность генерал-губернатора Карабаха и Зангезура.,0.9456492774128719,Кто был назначен правительством Азербайджана генерал-губернатором Карабаха и Зангезура в январе 1919 года?
Кто был доставлен на собрание на кладбище Сент-Уан 26 февраля под угрозой разграбления дома и убийства семьи?,"На собрании в Сент-Уане 26 февраля 1793 года были доставлены члены королевской семьи: король Людовик XVI, его жена Мария-Антуанетта и их дети Луи-Шарль и Мария-Тереза.",0.9977572892941393,Кто был доставлен на собрание на кладбище Сент-Уан 26 февраля под угрозой разграбления дома и убийства семьи?
Сколько качественно различных слоёв реального бытия выделяет Николай Гартман?,"Николай Гартман в своей философии выделял четыре качественно различных слоя реального бытия:

1. **Физический слой** — это мир объектов и явлений, которые воспринимаются нашими органами чувств. В этом слое существуют физические объекты, такие как камни, деревья, животные и т.д.

2. **Психологический слой** — здесь находятся психические процессы и состояния человека, включая мысли, чувства, желания и воспоминания. Этот слой включает в себя внутренний мир человека.

3. **Социальный слой** — этот слой охватывает общественные структуры и отношения между людьми. Здесь можно найти институты, законы, традиции и культурные нормы.

4. **Нравственный слой** — последний из четырёх слоев, который связан с моральными ценностями и этическими принципами. Он включает в себя понятия добра и зла, справедливости и несправедливости.

Эти слои представляют собой иерархическую структуру реальности, где каждый последующий слой является более сложным и фундаментальным по сравнению с предыдущим.",0.03386208882597507,Сколько качественно различных слоёв реального бытия выделяет Николай Гартман?
В каком году в письме сестре Агнес впервые упоминается персонаж Иуда Бен-Гур?,Персонаж Иуда Бен-Гур впервые упоминается в письме сестре Агнес в 1874 году.,0.6223249485922535,В каком году в письме сестре Агнес впервые упоминается персонаж Иуда Бен-Гур?
Когда Конгресс США утвердил строительство линейных кораблей «Флорида» и «Юта»?,Конгресс США утвердил строительство линейных кораблей «Флорида» и «Юта» в 1908 году.,0.13127100344388426,Когда Конгресс США утвердил строительство линейных кораблей «Флорида» и «Юта»?
"Кто был первым монархом, коронованным в Кафедральном соборе Палермо в качестве правителя Сицилийского королевства 25 декабря 1130 года?","Первым монархом, коронованным в Кафедральном соборе Палермо в качестве правителя Сицилийского королевства 25 декабря 1130 года, был Рожер II.",0.010992286414650292,"Кто был первым монархом, коронованным в Кафедральном соборе Палермо в качестве правителя Сицилийского королевства 25 декабря 1130 года?"
"Какой музыкальный коллектив выпустил в 2018 году альбом, посвящённый музыкальной истории Сиэтла, в котором заглавная песня «Rainier Fog» содержала строки, посвящённые Лейну Стейли и Майку Старру?","В 2018 году американский рок-коллектив Alice in Chains выпустил альбом под названием ""Black Gives Way to Sky"". Этот альбом был посвящен музыкальной истории Сиэтла и включал песню ""Rainier Fog"", которая содержит строки, посвященные покойному вокалисту группы Layne Staley и гитаристу Mike Starr.",0.004735445484037095,"Какой музыкальный коллектив выпустил в 2018 году альбом, посвящённый музыкальной истории Сиэтла, в котором заглавная песня «Rainier Fog» содержала строки, посвящённые Лейну Стейли и Майку Старру?"
В 1999 году журнал Time поставил Пикачу на какое место в своём списке «Лучших людей года»?,"Пикачу занял **2-е** место в списке журнала Time ""Лучшие люди года"" в 1999 году.",0.2707620494264146,В 1999 году журнал Time поставил Пикачу на какое место в своём списке «Лучших людей года»?
"Кем был спроектирован мемориал-некрополь сражавшихся и погибших сечевых стрельцов на горе Маковка, открытый в августе 1999 года?",Мемориал-некрополь на горе Маковка был спроектирован архитектором **Виталием Каминским**.,0.9960823544938433,"Кем был спроектирован мемориал-некрополь сражавшихся и погибших сечевых стрельцов на горе Маковка, открытый в августе 1999 года?"
Какую книгу Борис Дмитриевич Парыгин опубликовал в 1966 году в московском издательстве «Мысль»?,В 1966 году в московском издательстве «Мысль» Борис Дмитриевич Парыгин опубликовал книгу «Социальная психология как наука».,0.004390550655573448,Какую книгу Борис Дмитриевич Парыгин опубликовал в 1966 году в московском издательстве «Мысль»?
Кто в начале марта 1378 года сопровождал Оттона Брауншвейгского в качестве представителя Джованны на конференцию в Сарцану?,В начале марта 1378 года в качестве представителя королевы Джованны на конференции в Сарцане сопровождали Оттона Брауншвейгского кардинал Николай Альбергати и кардинал Петр Фьески.,0.9991137227654802,Кто в начале марта 1378 года сопровождал Оттона Брауншвейгского в качестве представителя Джованны на конференцию в Сарцану?
Кто в 1514 году предоставил Ричарду де ла Полю 12 тысяч ландскнехтов для вторжения в Англию?,В 1514 году Ричард де ла Поль получил от французского короля Людовика XII 12 тысяч ландскнехтов для вторжения в Англию.,0.06718444925983448,Кто в 1514 году предоставил Ричарду де ла Полю 12 тысяч ландскнехтов для вторжения в Англию?
"В романе Стивена Кинга «Противостояние» вирус гриппа вырвался из секретной лаборатории Министерства обороны США, расположенной в пустыне Мохаве; в каком городе штата Техас автомобиль охранника Чарльза Кэмпиона, заражённого вирусом, врезался в автозаправку, что стало началом эпидемии?",Город — **Остин**.,0.991844915952117,"В романе Стивена Кинга «Противостояние» вирус гриппа вырвался из секретной лаборатории Министерства обороны США, расположенной в пустыне Мохаве; в каком городе штата Техас автомобиль охранника Чарльза Кэмпиона, заражённого вирусом, врезался в автозаправку, что стало началом эпидемии?"
