dataset_name,query,correct_answer,model_answer,judge_score,is_hallucination
tape-multiq.raw,"Кто является главой администрации в городе, где родился Сергей Васильевич Козека?","Громаковский, Юрий Анатольевич",Главой администрации города Бобруйска (где родился Сергей Васильевич Козека) является **Александр Свирид** (по состоянию на 2024 год).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Хачатур Геворкович Кяпанакцян?","Баласанян, Самвел Мисакович","Главой администрации города, где родился Хачатур Геворкович Кяпанакцян (Ереван), является **Тарон Маргарян** (по состоянию на 2023 год).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Шод Саидович Муладжанов?",Рустам Эмомали,"Главой администрации города Навои (Узбекистан), где родился Шод Саидович Муладжанов, является **Абдугани Маматов** (по состоянию на июнь 2024 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Эрик Заурбекович Амбалов?",Рустам Эмомали,Главой администрации Владикавказа (где родился Эрик Амбалов) является Русланбек Магометович Аушев.,не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Эрик Кибакович Хакимов?","Ахметов, Кайрат Жумашович",Глава администрации города Набережные Челны — Айрат Хайруллин.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Юрий Александрович Гуляев?",Руслан Николаевич Кухарук,Главой администрации города Рязань (места рождения Юрия Гуляева) является **Евгений Сергеевич Колодезников** (по состоянию на июнь 2024 года).,не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Юрий Геннадьевич Свирков?",Александр Студнев,"Главой администрации города, где родился Юрий Геннадьевич Свирков (г. Кемерово), является Дмитрий Николаевич Дюдяев (по состоянию на июнь 2024 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Юрий Константинович Плугин?",И. Р. Метшин,"Город: Санкт-Петербург.

Глава администрации: Александр Николаевич Беляев (по состоянию на июнь 2024 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Александр Янганович Ередеев?",Ольга Александровна Сафронова,"Глава администрации города, где умер Александр Янганович Ередеев (г. Улан-Удэ), — Игорь Анатольевич Шутенков (по состоянию на 2024 год).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Валерий Евгеньевич Карпов?",Евгению Тефтелеву,"Глава администрации города, где умер Валерий Евгеньевич Карпов (Санкт-Петербург), — Александр Сергеевич Бельский (по состоянию на 2024 год).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Владимир Сергеевич Сафронов?",Евгению Тефтелеву,"Главой администрации города, где умер Владимир Сергеевич Сафронов (Москва), является Сергей Собянин.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Григорий Иванович Кондратьев?",Евгений Васильевич Маслов,"Главой администрации города, где умер Григорий Иванович Кондратьев (Москва), является Сергей Собянин.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Григорий Фёдорович Нагорный?","Громаковский, Юрий Анатольевич",Григорий Фёдорович Нагорный умер в Москве. Глава администрации Москвы — Сергей Собянин.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Евграф Дмитриевич Тюрин?",Юрий Цкипури,"Глава администрации города, где умер Евграф Дмитриевич Тюрин (Калуга), — Анатолий Дмитриевич Артамонов.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где умер Иван Фёдорович Панькин?",Евгений Авилов,"Главой администрации города, где умер Иван Фёдорович Панькин (Волгоград), является Андрей Сергеевич Бочаров (по состоянию на 2024 год).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Михаил Ильич Мочалов?",Александр Ходырев,Главой администрации города Пензы (где умер М.И. Мочалов) в 2024 году является **Сергей Владимирович Ялин**.,не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где умер Наиль Шамсутдинович Шайхутдинов?",И. Р. Метшин,"Главой администрации города, где умер Наиль Шамсутдинович Шайхутдинов (г. Казань), является **Ильсур Метшин**.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где умер Сергей Сергеевич Щиров?",И. Р. Метшин,"Главой администрации города, где умер Сергей Сергеевич Щиров (Воронеж), является Валерий Сергеевич Неведомский.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где умер Станислав Юрьевич Шадрин?",Евгению Тефтелеву,"Главой администрации города, где умер Станислав Юрьевич Шадрин (Владимир), является Сергей Владимирович Сахаров (по состоянию на 2024 год).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где умер Хусаин Мингазетдинович Ямашев?",И. Р. Метшин,"Глава администрации города Казань — Ильсур Метшин (на 2024 год). Казань — город, где умер Хусаин Мингазетдинович Ямашев.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где умер Шариф Камалетдинович Камал?",И. Р. Метшин,Главой администрации города Казань (где умер Шариф Камал) в 1942 году был **Александр Михайлович Еремеев**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в месте, где родилась Нина Викторовна Шевчук?","Довгопол, Олег Анатолиевич",Глава администрации города Брянска (место рождения Нины Викторовны Шевчук) — Александр Сергеевич Богомаз (на 2024 год).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в месте, где родился Юрий Николаевич Васильев (футболист)?",Юрий Владимирович Галдун,"Главой администрации города, где родился Юрий Николаевич Васильев (футболист) — Ярославля — является Владимир Анатольевич Волков.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Александр Иванович Скоков?",Владимир Владимирович Владимиров,"Не уверен, но, вероятно, это губернатор Ярославской области (так как Скоков родился в Ярославле). По состоянию на 2024 год это — Михаил Евраев.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Александр Николаевич Ситковский?",Владимир Владимирович Владимиров,"Не уверен. Александр Николаевич Ситковский родился в Москве, но глава администрации Москвы — мэр, которым с 2010 года является Сергей Собянин.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Анатолий Сергеевич Куликов?",Владимир Владимирович Владимиров,"Анатолий Сергеевич Куликов родился в Воронежской области. Глава администрации Воронежской области — губернатор, с 2021 года — Роман Старовойт.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Андрей Михайлович Черкесов?",Алексей Дюмин,Андрей Михайлович Черкесов родился в Москве. Глава администрации Москвы — Сергей Собянин.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Ахмедбек Масакбаевич Ахметжанов?","Мухамбетов, Архимед Бегежанович","Главой администрации (губернатором) Оренбургской области, где родился Ахмедбек Масакбаевич Ахметжанов, является **Денис Владимирович Паслер** (по состоянию на июнь 2024 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Владимир Васильевич Верин?",С. И. Морозовым,"Не уверен. Владимир Васильевич Верин родился в Москве, но глава администрации Москвы — это мэр, а не глава администрации. Возможно, имеется в виду префект административного округа Москвы. Уточните, пожалуйста.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Николай Николаевич Тараканов?",Ситников Сергей Константинович,Главой администрации Рязанской области (где родился Н.Н. Тараканов) является **Павел Анатольевич Мавричев** (на 2024 год).,не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Николай Никонорович Гуров?",Ситников Сергей Константинович,Губернатор Курской области — Роман Владимирович Старовойт.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Павел Иванович Крылов?",Ситников Сергей Константинович,"Главой администрации региона, где родился Павел Иванович Крылов (г. Казань, Республика Татарстан), является **Минниханов Рустам Нургалиевич** (с 2010 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в регионе, где родился Яков Фёдорович Шабанов?",Ситников Сергей Константинович,"Не уверен. Яков Фёдорович Шабанов родился в Вологодской области, но не могу подтвердить, кто является главой администрации этого региона на данный момент.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в регионе, где умер Степан Афанасьевич Нечай?",Валентин Резниченко,Главой администрации Брянской области на момент смерти Степана Афанасьевича Нечая (1992 год) был Владимир Александрович Барабанов.,галлюцинация,1
tape-multiq.raw,На какую территорию распространялась юрисдикция Марка Нония Суфената в силу занятого им поста?,римских,"Не уверен. Марк Ноний Суфенат был претором в 57 году до н.э., но точная территория его юрисдикции в источниках не указана.",галлюцинация,1
tape-multiq.raw,"На территории какой административно-территориальной единицы расположен город, где родилась Людмила Игоревна Михалёва?",Литвы,"Город Ленинград (ныне Санкт-Петербург), расположенный в Ленинградской области РСФСР, СССР.",галлюцинация,1
tape-multiq.raw,"На территории какой административно-территориальной единицы расположен город, где родилась Северия Янушаускайте?",Шяуляйского района,"Город Каунас, где родилась Северия Янушаускайте, расположен в Каунасском уезде Литвы.",галлюцинация,1
tape-multiq.raw,"На территории какой административно-территориальной единицы расположен город, где родился Александр Васильевич Назаренко?",Паневежского уезда,"Город Одесса, расположенный на территории Одесской области Украины.",галлюцинация,1
tape-multiq.raw,"На территории какой административно-территориальной единицы расположен город, где родился Гедиминас Растянис?",Литвы,"Гедиминас Растянис родился в городе Каунас, который расположен на территории Каунасского уезда Литвы.",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Ай-Печпанъях?",Нёгусъях,Не уверен. Нет данных о реке Ай-Печпанъях в доступных источниках.,не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Антипаю?",Сыня,"Антипаю впадает в реку Псел, которая, в свою очередь, сливается с Днепром.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Бишконь?",Северского Донца,"Река Бишконь впадает в реку Уса, которая, в свою очередь, сливается с рекой Кама.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Большая Филимониха?",Оби,"Река, в которую впадает Большая Филимониха, сливается с рекой Унжа.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Большая Шилея?",Уфы,"Река, в которую впадает Большая Шилея, сливается с рекой Уда (приток Селенги).",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Большой Ирмиз?",Уфы,"Река, в которую впадает Большой Ирмиз, — это река Сызранка. Сызранка сливается с рекой Сок.",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Верхняя Целега?",Мезенскую губу,"Верхняя Целега впадает в реку Унжа, которая, в свою очередь, сливается с рекой Кострома.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Керегшор?",Хулга,"Река Керегшор впадает в реку Ижма, которая затем сливается с рекой Печора.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Куойка?",Оленёкский залив,"Река Куойка впадает в реку Кемь, которая затем впадает в Белое море. Таким образом, Куойка сливается с Кемью.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Метуе?",Северного моря,"Река Метуе впадает в реку Днепр, которая затем сливается с Чёрным морем.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Секвангсос?",Лепля,"Я не уверен в точном ответе. Возможно, это река Сена во Франции, так как Секвангсос (Seine) — это французское название Сены. Но подтверждение требует проверки.",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Сермеж?",Неман,"Я не уверен в точном ответе. Возможно, это река Унжа, так как Сермеж — приток реки Вохма, которая впадает в Унжу.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Сордук?",Кобры,"Я не уверен в точном ответе. Возможно, это река Сырдарья, так как Сордук — приток реки Арысь, которая впадает в Сырдарью.",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Сухояж?",Сим,"Не уверен, но, вероятно, с Ветлугой.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Туреноя?",Писта,"Я не уверен в точном ответе. Возможно, это река Угра, которая впадает в Оку.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Узвай?",Чепцы,"Не уверен. Узвай — это река в Азербайджане, но её притоки и их дальнейшее течение не являются широко известными фактами. Возможно, она впадает в реку Кура, но точная информация требует проверки.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Шамбато?",Енисейского залива,"Я не уверен, так как ""Шамбато"" может быть неточным или редким названием. Пожалуйста, уточните или проверьте правильность названия реки.",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Щерек?",Чёрное море,"Не уверен, но, вероятно, с Тереком.",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Элегёст?",Енисейский залив,"Река Элегёст впадает в реку Чулым, которая в свою очередь впадает в реку Обь. Таким образом, Элегёст сливается с рекой Обь.",не галлюцинация,0
tape-multiq.raw,"С какой рекой сливается река, в которую впадает Энтль-Энкаигль?",Большую Юганскую,"Река, в которую впадает Энтль-Энкаигль, сливается с рекой Надым.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, воды которой пополняются за счёт Черняницы?",Моломы,"Не уверен, но вероятно это река Сож.",галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, через которую построен Белорусский железнодорожный мост?",Оки,Река Свислочь.,галлюцинация,1
tape-multiq.raw,"С какой рекой сливается река, через которую построен Уткин мост?",Охты,Река Чусовая.,галлюцинация,1
tape-multiq.raw,"Что было раньше на территории, которую сейчас занимает Костромская губерния?","Архангелогородской, Московской и Нижегородской губерний","На территории Костромской губернии раньше проживали финно-угорские племена (меря, весь), позже — славянские племена (кривичи, вятичи). В IX–XIII веках эти земли входили в состав Древнерусского государства. В XIV веке здесь возникли княжества (Галич-Мерский, Костромской удел), позже вошедшие в состав Московского государства.",не галлюцинация,0
tape-multiq.raw,"Что за город стал местом смерти человека, в честь которого был назван ""Чатер-хаус""?",Гонконг,"Город Лондон. Человек — это Уильям Чатер, английский пивовар, который умер в Лондоне в 1826 году.",галлюцинация,1
tape-multiq.raw,"Что за город стал местом смерти человека, который отвечал за режиссуру фильма ""О, если б мог выразить в звуках…""?",Ялте,"Город — Москва. Человек — Андрей Тарковский. Фильм ""О, если б мог выразить в звуках…"" (1972) — это документальный фильм о жизни и творчестве композитора Иоганна Себастьяна Баха. Режиссёром фильма выступил Михаил Швейцер. Андрей Тарковский не был режиссёром этого фильма.",галлюцинация,1
tape-multiq.raw,"Что за должность занимает глава государства, ставшего местом смерти Романа Николаевича Филипова?",президентов,"Глава государства — президент. Роман Николаевич Филиппов погиб в Сирии, где президент — Башар Асад.",не галлюцинация,0
tape-multiq.raw,"Что за должность занимал глава государства в стране, где была придумана винтовка Крнка?",Император Всероссийский,Глава государства в Австрийской империи (где была придумана винтовка Крнка в 1848 году) — император. В то время это был Фердинанд I.,галлюцинация,1
tape-multiq.raw,"Что за должность занимал глава государства, ставшего местом смерти Ивана Степановича Бароцци?",Императора Всероссийского,Глава государства — султан Османской империи.,галлюцинация,1
tape-multiq.raw,"Что за должность занимал глава государства, чьим гражданином был Павел Владимирович Засодимский?",Император Всероссийский,Глава государства — император Всероссийский (Александр III). Павел Владимирович Засодимский был гражданином Российской империи.,не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где появился на свет Геннадий Васильевич Быков?",Городской думы,"Геннадий Васильевич Быков родился в городе Омске. В Омске законодательным органом является **Омский городской совет**, который состоит из 42 депутатов, избираемых населением на 5 лет.",не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где родилась Луиза Дмитриевна Гагут?",горсовета,"В городе Псков, где родилась Луиза Дмитриевна Гагут, законодательным органом является Псковское областное Собрание депутатов.",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родилась Нина Ивановна Стрельникова (металлург)?",городской совет,"Не уверен, так как не могу найти точного места рождения Нины Ивановны Стрельниковой (металлурга). Если предположить, что это Москва, то законодательный орган — Московская городская дума.",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родилась Татевик Норайровна Оганесян?",ереванским городским советом,"Город, где родилась Татевик Норайровна Оганесян, — Ереван (Армения). Законодательный орган — Национальное собрание Армении (однопалатный парламент).",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Александр Михайлович Прилуцкий?",Городской думы,"В городе **Воронеж**, где родился Александр Михайлович Прилуцкий, законодательным органом является **Воронежская городская дума**.",не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Алексей Антонович Титаренко?",Донецкого областного совета,"Не уверен, но предположительно это Верховная Рада Украины, так как Алексей Антонович Титаренко родился в городе Макеевка, который находится на Украине.",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Анатолий Юрьевич Москвин?",Городской думы,"В городе Санкт-Петербурге, где родился Анатолий Юрьевич Москвин, законодательным органом является **Законодательное собрание Санкт-Петербурга**.",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Артём Анатольевич Клименко?",горсовета,"Не уверен, но, вероятно, это городской совет. Артём Анатольевич Клименко родился в Москве, а законодательным органом в Москве является Московская городская Дума.",не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Ваагн Альбертович Минасян?",ереванским городским советом,"В городе, где родился Ваагн Альбертович Минасян (Ереван, Армения), законодательным органом является **Национальное собрание Республики Армения** (однопалатный парламент).",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Василий Александрович Мельников?",Донецкого областного совета,"В городе **Костроме**, где родился Василий Александрович Мельников, законодательным органом является **Костромская городская Дума** (представительный орган местного самоуправления).

*Примечание:* Если уточняется конкретный период, ответ может отличаться (например, до 2011 года это был Костромской городской совет).",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Владислав Григорьевич Немешкало?",Горловский городской совет,Владислав Григорьевич Немешкало родился в Москве. В Москве законодательным органом является Московская городская дума.,галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Вули Аршакович Григорян?",ереванским городским советом,"Не уверен, но, вероятно, это Городское собрание (или его аналог) в Ереване, так как Вули Аршакович Григорян родился в Ереване.",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Вячеслав Ворон?",Донецкого областного совета,Законодательное собрание города Москвы.,галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Дмитрий Анатольевич Индейцев?",Городской думы,"В городе Ленинград (ныне Санкт-Петербург), где родился Дмитрий Анатольевич Индейцев, законодательным органом является **Законодательное собрание Санкт-Петербурга** (однопалатный парламент региона).

*Примечание: Если имелся в виду другой город, уточните, пожалуйста.*",не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Леон Арменович Тахтаджян?",городским советом,"В городе, где родился Леон Арменович Тахтаджян (Баку, Азербайджан), законодательным органом является **Милли Меджлис Азербайджанской Республики** (однопалатный парламент).",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Махмуд Керим оглы Керимов?",ереванским городским советом,"В городе Баку, где родился Махмуд Керимов, законодательным органом является **Милли Меджлис Азербайджанской Республики** (однопалатный парламент).",не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Мгер Альбертович Мкртчян?",ереванским городским советом,В Ереване (родина М.А. Мкртчяна) законодательный орган — **Национальное собрание Армении** (однопалатный парламент).,галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где родился Смбат Жирайрович Айвазян?",ереванским городским советом,"Не уверен, но, вероятно, это Городское собрание (Совет старейшин) города, где родился Айвазян. Точное название зависит от города.",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где умер Вилик Маргарович Арутюнян?",ереванским городским советом,"В Ереване, где умер Вилик Маргарович Арутюнян, законодательным органом является **Ереванский городской совет** (местный орган самоуправления). Высший законодательный орган Армении — **Национальное собрание Республики Армения**.

*Примечание: Точное название органа власти может варьироваться в зависимости от контекста.*",не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где умер Владимир Евгеньевич Семёнов?",Городской думы,"В Москве законодательным органом является Московская городская Дума. Однако я не уверен, что именно она работала в городе, где умер Владимир Евгеньевич Семёнов, так как место его смерти не указано в вопросе.",не галлюцинация,0
tape-multiq.raw,"Что за законодательный орган работает в городе, где умер Жак Ншанович Суприкян?",ереванским городским советом,"В городе, где умер Жак Ншанович Суприкян (Москва), законодательным органом является Московская городская Дума.",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где умер Семён Карапетович Багдасарян?",городским советом,"Не уверен. Город, где умер Семён Карапетян (Багдасарян), — Краснодар. В Краснодаре законодательная власть представлена **Краснодарской городской думой** (выборный орган).",галлюцинация,1
tape-multiq.raw,"Что за законодательный орган работает в городе, где умер Степан Данилович Лисициан?",ереванским городским советом,В городе Москве законодательным органом является Московская городская Дума.,галлюцинация,1
tape-multiq.raw,Что за законодательный орган работает в стране гражданства Нормы Эрреры?,Парламент,Гражданка Норма Эррера имеет гражданство Панамы. Законодательный орган Панамы — **Национальная ассамблея** ( unicameral).,не галлюцинация,0
tape-multiq.raw,Что за законодательный орган работает в стране гражданства Увальдо Луны?,Парламент,"В стране гражданства Увальдо Луны — Мексике — законодательный орган называется **Конгресс Союза** (исп. *Congreso de la Unión*), который состоит из двух палат: **Палаты депутатов** (*Cámara de Diputados*) и **Сената** (*Senado de la República*).

*Уточнение: Если Увальдо Луна имеет двойное гражданство или гражданство другой страны, законодательный орган может отличаться.*",не галлюцинация,0
tape-multiq.raw,Что за законодательный орган работает в стране гражданства Хосе Годинеса?,Парламент,"Гражданство Хосе Годинеса — Испания. В Испании законодательный орган — Генеральные кортесы (исп. *Cortes Generales*), состоящие из двух палат: Конгресса депутатов и Сената.",не галлюцинация,0
tape-multiq.raw,"Что за место является наивысшей точкой горного хребта, к которому принадлежит Пелоритани?",Пиццо-Карбонара,"Наивысшая точка горного хребта Пелоритани — гора **Монте Пелоро** (итал. Monte Peloro), высота которой составляет **1374 метра** над уровнем моря.",галлюцинация,1
tape-multiq.raw,"Что за часть света включает в себя водный объект, у которого располагается Стейнс-апон-Темз?",Европы,Европа (река Темза).,не галлюцинация,0
tape-multiq.raw,"Что за часть света включает в себя страну, которую представлял на соревнованиях Роберт Бурбано?",Южной Америки,Америка (Южная Америка). Страна — Эквадор.,галлюцинация,1
tape-multiq.raw,"Что изучает наука, которой посвятила себя Роберта Кевельзон?",свойства знаков и знаковых систем,"Не уверен, но, вероятно, это **нейробиология** или **нейрофизиология**. Роберта Кевельзон известна исследованиями в области нейронаук, включая изучение синапсов и нейропластичности.",галлюцинация,1
