dataset_name,query,correct_answer,model_answer,judge_score,is_hallucination
tape-multiq.raw,"Какую должность занимал глава государства в стране, гражданином которой был Константин Петрович Вильбоа?",Императора Всероссийского,"Константин Петрович Вильбоа был гражданином Российской империи. Глава государства в России в то время, когда он жил (1817–1889), носил титул **императора**.

Таким образом, должность главы государства — **император**.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Евгения Михайловна Аветисян?","Баласанян, Самвел Мисакович","Город, где родилась Евгения Михайловна Аветисян, — Ереван (столица Армении).

Главой администрации (мэром) Еревана с 2023 года является **Тигран Аветисян** (не является родственником Евгении Михайловны).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Елена Фёдоровна Кулагина?",Евгению Тефтелеву,"Город, где родилась Елена Фёдоровна Кулагина, — это **Москва**.

Главой администрации (руководителем исполнительной власти) Москвы является **мэр**. С 2010 года мэром Москвы является **Сергей Семёнович Собянин**.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Ирина Анатольевна Костюченкова?",Евгению Тефтелеву,"Ирина Анатольевна Костюченкова родилась в городе **Смоленске**.

Главой администрации города Смоленска на данный момент (июнь 2024 года) является **Владимир Николаевич Сизов**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Катя Кищук?",Юрий Цкипури,"Глава администрации города, где родилась Катя Кищук, — это **Александр Лукашенко**, так как она родилась в городе **Шклове** (Могилёвская область, Республика Беларусь), который является административной единицей под управлением президента Беларуси.

Однако, если рассматривать **местное управление**, то главой администрации города Шклова является **Александр Сокол**, который возглавляет **Шкловский районный исполнительный комитет** (райисполком).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Леокадия Серафинович?",Миндаугас Синкявичюс,"Леокадия Серафинович родилась в городе **Гродно** (ныне Республика Беларусь).

Главой администрации (глава города) в Гродно является **Мечислав Гой** (с 2018 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Мария Александровна Воронцова?",И. Р. Метшин,"Мария Александровна Воронцова — дочь президента России Владимира Путина — родилась в **Ленинграде** (ныне **Санкт-Петербург**).

Главой администрации Санкт-Петербурга является **Александр Сергеевич Беглов**, который занимает эту должность с **18 сентября 2019 года**.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Надежда Яковлевна Фридьева?",Евгению Тефтелеву,"Надежда Яковлевна Фридьева — российская актриса театра и кино, родилась в **Казани** (Республика Татарстан).

Главой администрации города Казани является **Ильсур Раисович Метшин** (с 2010 года).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Нурдия Гарифовна Джураева?",И. Р. Метшин,"Нурдия Гарифовна Джураева родилась в городе **Чирчик** (Ташкентская область, Узбекистан).

Главой администрации (хокимом) города Чирчик является **Алишер Азизов** (по состоянию на 2024 год).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Ольга Владимировна Гречкина?",Евгению Тефтелеву,"Ольга Владимировна Гречкина родилась в городе **Кемерово**.

Главой администрации города Кемерово является **Илья Сергеевич Сергачев** (с 2022 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Сара Гарифовна Садыкова?",И. Р. Метшин,"Сара Гарифовна Садыкова родилась в городе **Казань** (Республика Татарстан, Россия).

Главой администрации (глава местного самоуправления) Казани является **Ильсур Метшин**, который занимает эту должность с 2010 года.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Татьяна Вячеславовна Аристовская?",И. Р. Метшин,"Татьяна Вячеславовна Аристовская родилась в городе **Кемерово** (Кемеровская область, Россия).

Главой администрации города Кемерово (глава города) является **Илья Сергеевич Сергачев** (с 2023 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родилась Фарида Рашидовна Курбангалеева?",И. Р. Метшин,"Фарида Рашидовна Курбангалеева родилась в городе **Казань** (Республика Татарстан, Россия).

Главой администрации города Казани является **Ильсур Метшин** (с 2010 года).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Александр Анатольевич Тридчиков?",Евгению Тефтелеву,"Александр Анатольевич Тридчиков родился в городе **Серпухов** (Московская область).

Главой администрации города Серпухова является **Андрей Анатольевич Коваленко** (по состоянию на июнь 2024 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Александр Григорьевич Вольфович?",И. Р. Метшин,Александр Григорьевич Вольфович родился в **Одессе** (Украина). Главой администрации (мэром) Одессы на данный момент (2024 год) является **Геннадий Труханов**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Александр Тимофеевич Прокопенко?",Александр Студнев,"Александр Тимофеевич Прокопенко родился в городе **Минске** (Белорусская ССР, СССР).

Главой администрации (глава администрации города) Минска является **Андрей Викторович Хоровко** (с 2021 года).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Алексей Николаевич Дрёмин?",Евгению Тефтелеву,"Алексей Николаевич Дрёмин родился в городе **Таганроге** (Ростовская область, Россия).

Главой администрации (глава городского округа) Таганрога с 2020 года является **Владимир Иванович Прасолов**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Алексей Николаевич Самохвалов?",Руслан Николаевич Кухарук,"Алексей Николаевич Самохвалов родился в **Великом Устюге** (Вологодская область, Россия).

Главой администрации города Великий Устюг является **Александр Викторович Глазунов** (по состоянию на 2024 год).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Алексей Павлович Евченко?",Евгению Тефтелеву,"Алексей Павлович Евченко родился в городе **Таганроге** (Ростовская область, Россия).

Главой администрации (глава городского округа) Таганрога с 2020 года является **Владимир Иванович Прасолов**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Андре Капле?",Люк Лемонье,"Андре Капле родился в городе **Нант**, который находится во Франции.

Главой администрации (мэром) Нанта с 2014 года является **Жан-Марк Эро** (Jean-Marc Ayrault), который ранее был премьер-министром Франции (2012–2014).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Артём Алексеевич Здунов?",И. Р. Метшин,"Артём Алексеевич Здунов родился в городе **Петрозаводске** (Республика Карелия, Россия).

Главой администрации Петрозаводска (мэром) с 2023 года является **Ирина Владимировна Митрофанова**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Артём Эдуардович Скворцов?",И. Р. Метшин,Артём Эдуардович Скворцов родился в городе **Калининград**. Главой администрации Калининграда является **Александр Викторович Ярошук**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Аршак Семёнович Александров?",Лаша Комахидзе,Аршак Семёнович Александров родился в городе **Санкт-Петербург** (ранее Ленинград). Главой администрации (губернатором) Санкт-Петербурга на данный момент является **Александр Дмитриевич Беглов** (с 31 октября 2018 года).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Валентин Георгиевич Марамыгин?",И. Р. Метшин,"Валентин Георгиевич Марамыгин родился в городе **Кемерово** (Кемеровская область, Россия).

Главой администрации города Кемерово является **Илья Сергеевич Сергачев** (с 2022 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Валерий Николаевич Фальков?",Руслан Николаевич Кухарук,Валерий Николаевич Фальков родился в **Новосибирске**. Главой администрации (мэром) Новосибирска на данный момент (2024 год) является **Анатолий Евгеньевич Локоть**.,не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Вардан Николаевич Гукасян?","Баласанян, Самвел Мисакович",Вардан Николаевич Гукасян родился в городе **Ереван** (столица Армении). Главой администрации (мэром) Еревана в настоящее время является **Андрей Саркисян** (с 2023 года).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Виктор Григорьевич Лебедев (дирижёр)?",Евгению Тефтелеву,"Виктор Григорьевич Лебедев (дирижёр) родился в Москве. Главой администрации города Москвы является **Сергей Собянин**, который занимает должность мэра Москвы с 2010 года.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Виктор Михайлович Круглов?",Николай Пестов,"Виктор Михайлович Круглов родился в городе **Серпухов** (Московская область).

Главой администрации города Серпухова (по состоянию на июнь 2024 года) является **Александр Михайлович Шестун**.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Виктор Николаевич Задков?",Евгению Тефтелеву,"Виктор Николаевич Задков родился в городе **Кемерово** (Кемеровская область, Россия).

Главой администрации города Кемерово является **Илья Сергеевич Сергачев** (с 2021 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Виктор Фёдорович Ерин?",И. Р. Метшин,Виктор Фёдорович Ерин родился в городе **Красноярске**. Главой администрации (мэром) Красноярска в настоящее время является **Андрей Викторович Гинзбург** (с 2017 года).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Виталик Бутерин?",Лебедев Денис Юрьевич,"Виталик Бутерин, создатель Ethereum, родился в **Коломне** — городе в Московской области, Россия.

Главой администрации города Коломны является **Дмитрий Александрович Аверьянов** (назначен в 2023 году).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Владимир Григорьевич Сухарев?",И. Р. Метшин,"Владимир Григорьевич Сухарев родился в городе **Оренбурге**.

Главой администрации города Оренбурга является **Елена Владимировна Козицкая** (назначена в 2023 году).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Вячеслав Александрович Артамонов?",Юрий Цкипури,"Вячеслав Александрович Артамонов родился в Москве, и главой администрации города Москвы является **Сергей Собянин**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Гегам Георгиевич Флджян?","Баласанян, Самвел Мисакович","Гегам Георгиевич Флджян родился в городе **Владикавказ** (Республика Северная Осетия — Алания, Россия).

Главой администрации Владикавказа является **Игорь Сергеевич Созанов** (назначен в 2021 году).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Геннадий Васильевич Киселёв?",Лебедев Денис Юрьевич,Геннадий Васильевич Киселёв родился в городе **Вологда**. Главой администрации города Вологды является **Сергей Анатольевич Воропанов**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Глеб Александрович Ильин?",И. Р. Метшин,"Глеб Александрович Ильин родился в городе **Санкт-Петербург**.

Главой администрации Санкт-Петербурга является **губернатор**. С 2019 года этот пост занимает **Александр Дмитриевич Беглов**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Гурген Тигранович Чолахян?","Баласанян, Самвел Мисакович","Гурген Тигранович Чолахян родился в городе **Ереван** (столица Армении).

Главой администрации (мэром) Еревана с 2023 года является **Тигран Аветисян**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Гурий Константинович Щенников?",Евгению Тефтелеву,Гурий Константинович Щенников родился в городе **Тверь**. Главой администрации города Тверь является **Владимир Степанович Бабиков**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Денис Александрович Кудрявцев?",Евгению Тефтелеву,"Денис Александрович Кудрявцев — российский легкоатлет, специализирующийся в беге на 400 метров с барьерами. Он родился в Москве.

Главой администрации города Москвы является **Сергей Собянин**, который занимает должность мэра Москвы с 2010 года.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Дмитрий Анатольевич Блинов?",Пётр Николаевич Тултаев,"Дмитрий Анатольевич Блинов родился в городе **Кемерово** (Кемеровская область, Россия).

Главой администрации города Кемерово является **Илья Сергеевич Сергачев** (с 2021 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Дмитрий Юрьевич Саюстов?",Евгению Тефтелеву,"Дмитрий Юрьевич Саюстов родился в городе **Калининград** (ранее — Кёнигсберг).

Главой администрации Калининграда является **Александр Викторович Ярошук** (с 2019 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Евгений Иванович Постников?",А. Н. Сергиенко,Евгений Иванович Постников родился в городе **Курске**. Главой администрации города Курска является **Игорь Анатольевич Кучеренко** (с 2021 года).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Евгений Константинович Забиякин?",И. Р. Метшин,Евгений Константинович Забиякин родился в городе **Екатеринбурге**. Главой администрации Екатеринбурга является **Алексей Владимирович Осинцев**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Егор Вячеславович Кирьяков?",Юрий Парахин,"Главой администрации города, где родился Егор Вячеславович Кирьяков (г. **Курск**), является **Олег Павлович Шатохин** (с 2021 года).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Егор Юрьевич Мишура?",Евгению Тефтелеву,"Егор Юрьевич Мишура родился в городе **Калининград** (ранее известном как Кёнигсберг).

Главой администрации Калининграда является **Александр Викторович Ярошук** (глава администрации города Калининграда).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Иван Корнильевич Покровский?",Евгению Тефтелеву,"Иван Корнильевич Покровский родился в городе **Калуга** (ныне Калужская область, Россия).

Главой администрации (мэром) города Калуги в настоящее время является **Александр Сергеевич Авдеев** (с 2018 года).

Если вам нужна информация о более ранних периодах или других должностных лицах, уточните, пожалуйста!",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Игорь Евгеньевич Морозов?",Сергей Бердников,Игорь Евгеньевич Морозов родился в городе **Калининград**. Главой администрации Калининграда в настоящее время является **Александр Викторович Ярошук** (с 2020 года).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Ильдар Фердинандович Ахмеров?",И. Р. Метшин,"Ильдар Фердинандович Ахмеров родился в городе **Казань** (Республика Татарстан, Россия).

Главой администрации (или мэром) Казани в настоящее время является **Ильсур Метшин** (с 2005 года, переизбран в 2020 году).

Если вам нужна информация о другом периоде или другом городе, уточните, пожалуйста!",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Иринарх Аркадьевич Стратонов?",И. Р. Метшин,"Иринарх Аркадьевич Стратонов родился в городе **Вологда** (Вологодская область, Россия).

Главой администрации города Вологды в 2024 году является **Сергей Анатольевич Воропанов**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Константин Васильевич Сивков?",Юрий Владимирович Галдун,"Константин Васильевич Сивков родился в городе **Кронштадт** (ныне в составе Санкт-Петербурга, Россия).

Главой администрации Кронштадта является **Александр Сергеевич Смирнов** (по состоянию на 2024 год).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Левон Геворкович Исаакян?","Баласанян, Самвел Мисакович",Левон Геворкович Исаакян родился в городе Гори (Грузия). Главой администрации (мэром) города Гори в 2024 году является **Тамаз Мелия**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Леонид Павлович Мозговой?",Юрий Цкипури,"Главой администрации города, где родился Леонид Павлович Мозговой (г. **Кременчуг, Полтавская область, Украина**), является **Виталий Малецкий** (с 2020 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Мартин Грачаевич Сукиасян?","Баласанян, Самвел Мисакович","Мартин Грачаевич Сукиасян родился в городе **Баку** (ныне столица Азербайджана).

Главой администрации (мэром) Баку в настоящее время является **Эльдар Азиз оглы Азизов** (с 2018 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Михаил Наумович Герчик?",Михаил Викторович Желудов,"Михаил Наумович Герчик родился в городе **Черкассы** (Украина).

Главой администрации (городским головой) Черкасс на данный момент является **Анатолий Бондаренко** (с 2020 года).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Михаил Петрович Краснов?",Евгений Васильевич Маслов,"Михаил Петрович Краснов родился в городе **Вологда** (Вологодская область, Россия).

Главой администрации города Вологды является **Сергей Анатольевич Воропанов** (по состоянию на июнь 2024 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Николай Андреевич Линяев?",Евгению Тефтелеву,Николай Андреевич Линяев родился в городе **Кострома**. Главой администрации города Костромы является **Елена Владимировна Суслова** (по состоянию на июнь 2024 года).,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Николай Владимирович Мальцев?",И. Р. Метшин,"Николай Владимирович Мальцев родился в городе **Кемерово** (Кемеровская область, Россия).

Главой администрации города Кемерово является **Илья Сергеевич Сергачев** (назначен в 2022 году).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Николай Власович Перминов?",И. Р. Метшин,"Николай Власович Перминов родился в городе **Пермь**, который является административным центром **Пермского края**.

Главой администрации города Перми является **Игорь Анатольевич Шубитидзе** (с 2021 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Николай Григорьевич Глазков?",Евгению Тефтелеву,"Николай Григорьевич Глазков родился в городе **Москва** (16 декабря 1919 года).

Главой администрации Москвы (мэром) в настоящее время является **Сергей Собянин** (с 2010 года, переизбран в 2023 году).

Если вам нужна информация о главе администрации Москвы в конкретный исторический период, уточните, пожалуйста, год или время.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Олег Петрович Матвеев?",Юрий Цкипури,"Олег Петрович Матвеев родился в городе **Калининград** (ранее — Кёнигсберг).

Главой администрации города Калининграда является **Александр Викторович Ярошук** (с 2020 года).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Павел Иванович Крупко?","Довгопол, Олег Анатолиевич","Чтобы определить главу администрации города, где родился Павел Иванович Крупко, нужно сначала выяснить, в каком городе он родился.

Павел Иванович Крупко — известный белорусский государственный деятель, который родился в городе **Мозыре** (Гомельская область, Беларусь).

Главой администрации города Мозырь (глава Мозырского районного исполнительного комитета) на данный момент является **Александр Михайлович Ходос**.

Таким образом, главой администрации города, где родился Павел Иванович Крупко, является Александр Михайлович Ходос.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Павел Михайлович Харчик?",Рустам Эмомали,"Чтобы определить главу администрации города, где родился Павел Михайлович Харчик, нужно сначала выяснить, в каком городе он родился.

Павел Михайлович Харчик — известный белорусский футболист и тренер. Он родился в городе **Минске**, столице Республики Беларусь.

Главой администрации города Минска является **Игорь Сергеевич Логинов**. Он занимает должность председателя Минского городского исполнительного комитета (Мингорисполкома), что соответствует роли главы администрации города.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Роберт Юрьевич Ильясов?",И. Р. Метшин,"Роберт Юрьевич Ильясов родился в городе **Казань** (Республика Татарстан, Россия).

Главой администрации (руководителем исполнительной власти) Казани является **Ильсур Метшин**, который занимает должность **мэра города** с 2005 года.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Роман Сергеевич Жданов?",Ольга Александровна Сафронова,"Роман Сергеевич Жданов родился в **Казани** (Республика Татарстан).

Главой администрации города Казани является **Ильсур Раисович Метшин** (с 2010 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Рустем Игоревич Литвинов?",И. Р. Метшин,"Рустем Игоревич Литвинов родился в городе **Казань** (Республика Татарстан, Россия).

Главой администрации Казани является **Ильсур Метшин** (с 2005 года).",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Семён Яковлевич Вольфсон?",Александр Студнев,Семён Яковлевич Вольфсон родился в городе **Калининград** (ранее Кёнигсберг). Главой администрации Калининграда является **Александр Викторович Ярошук**.,галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Сергей Анатольевич Широкий?",Михаил Викторович Желудов,"Сергей Анатольевич Широкий родился в городе **Соликамск** (Пермский край).

Главой администрации города Соликамска является **Дмитрий Николаевич Истомин** (по состоянию на июнь 2024 года).

Для уточнения информации рекомендуется проверить официальные источники, так как состав руководства может обновляться.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Сергей Антонович Пивоваров?",Евгений Авилов,"Сергей Антонович Пивоваров родился в городе **Кременчуг** (Полтавская область, Украина).

Главой администрации (городским головой) Кременчуга в настоящее время является **Виталий Малецкий** (с 2020 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Сергей Васильевич Козека?","Громаковский, Юрий Анатольевич","Сергей Васильевич Козека родился в городе **Минске** (Белоруссия).

Главой администрации (глава администрации города) Минска является **Андрей Шорец**, который занимает должность **председателя Минского городского исполнительного комитета** (Мингорисполкома).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Хачатур Геворкович Кяпанакцян?","Баласанян, Самвел Мисакович","Хачатур Геворкович Кяпанакцян родился в городе **Ереван** (столица Армении).

Главой администрации (мэром) Еревана в настоящее время является **Тигран Аветисян** (с 2023 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Шод Саидович Муладжанов?",Рустам Эмомали,"Шод Саидович Муладжанов родился в городе **Ташкент** (Узбекистан).

Главой администрации (хокимом) города Ташкента в настоящее время является **Рустам Махмудов** (с 2022 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Эрик Заурбекович Амбалов?",Рустам Эмомали,"Эрик Заурбекович Амбалов родился во Владикавказе, который является столицей Республики Северная Осетия — Алания.

Главой администрации города Владикавказа является **Владимир Викторович Победин**.",не галлюцинация,0
tape-multiq.raw,"Кто является главой администрации в городе, где родился Эрик Кибакович Хакимов?","Ахметов, Кайрат Жумашович","Эрик Кибакович Хакимов родился в городе **Ташкент** (Узбекистан).

Главой администрации (хокимом) города Ташкента в 2024 году является **Рустам Махмудович Махмудов**.",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Юрий Александрович Гуляев?",Руслан Николаевич Кухарук,"Юрий Александрович Гуляев родился в городе **Таганрог** (Ростовская область, Россия).

Главой администрации (глава муниципального образования) города Таганрога является **Иван Александрович Беликов** (назначен в 2023 году).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Юрий Геннадьевич Свирков?",Александр Студнев,"Юрий Геннадьевич Свирков родился в городе **Смоленск**.

Главой администрации (мэром) Смоленска на данный момент является **Владимир Анатольевич Сизов** (с 2021 года).",галлюцинация,1
tape-multiq.raw,"Кто является главой администрации в городе, где родился Юрий Константинович Плугин?",И. Р. Метшин,"Юрий Константинович Плугин родился в городе **Калининград** (ранее — Кёнигсберг).

Главой администрации (мэром) Калининграда в настоящее время является **Алексей Алексеевич Силанов** (с 2020 года).",галлюцинация,1
